City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,gdov,58.7406,27.8122,0.31,80,63,5.51,RU,1735605273
362,taoudenni,22.6783,-3.9836,12.78,34,0,4.88,ML,1735605274
363,malindi,-3.2175,40.1191,26.12,82,77,4.87,KE,1735605194
364,port-gentil,-0.7193,8.7815,26.39,83,100,3.17,GA,1735605276
365,heroica guaymas,27.9333,-110.9,22.65,43,0,5.66,MX,1735605279
366,ulaangom,49.9811,92.0667,-25.47,86,63,0.76,MN,1735605280
367,al bayda',32.7627,21.7551,6.23,83,1,2.24,LY,1735605153
368,nago,26.5881,127.9761,18.69,62,97,6.56,JP,1735605282
369,sangin,32.0728,64.8359,9.67,21,94,1.85,AF,1735605284
370,tshabong,-26.05,22.45,23.84,69,100,1.77,BW,1735605285
371,hawkinsville,32.2838,-83.4721,14.19,68,0,2.77,US,1735605286
372,mata-utu,-13.2816,-176.1745,28.77,75,100,5.52,WF,1735605287
373,ornskoldsvik,63.2909,18.7153,-4.47,74,0,6.17,SE,1735605288
374,loikaw,19.6742,97.2094,15.63,69,6,1.31,MM,1735605289
375,antalaha,-14.9003,50.2788,23.71,92,100,1.59,MG,1735605291
376,general mosconi,-23.1851,-62.303,28.34,35,71,3.76,AR,1735605292
377,santa ana,33.7456,-117.8678,17.69,75,75,3.09,US,1735605293
378,dhaulpur,26.7,77.9,8.45,85,0,0.53,IN,1735605294
379,delacombe,-37.5891,143.8147,23.74,44,7,0.89,AU,1735605295
380,uvalde,29.3669,-99.767,27.55,9,0,2.57,US,1735605296
381,sandnessjoen,66.0217,12.6316,-1.05,58,100,11.82,NO,1735605219
382,cannonvale,-20.2833,148.7,28.66,67,18,1.79,AU,1735605299
383,imbituba,-28.24,-48.6703,20.87,88,100,2.94,BR,1735605024
384,faya-largeau,17.9257,19.1043,16.89,22,3,10.78,TD,1735605301
385,monroeville,40.4212,-79.7881,6.69,69,0,2.84,US,1735605302
386,ouro sogui,15.6,-13.3167,26.01,34,0,3.09,SN,1735605304
387,kismayo,-0.3582,42.5454,25.54,81,0,7.72,SO,1735605306
388,porto velho,-8.7619,-63.9039,26.03,89,0,1.54,BR,1735605131
389,mournies,35.4764,24.0092,11.22,87,40,4.12,GR,1735605308
390,rionero in vulture,40.9257,15.67,4.39,70,0,2.26,IT,1735605309
391,den burg,53.0542,4.7972,8.98,81,100,8.75,NL,1735605016
392,mirpur sakro,24.5474,67.6277,16.06,26,98,2.71,PK,1735605311
393,porbandar,21.6422,69.6093,18.81,46,0,3.72,IN,1735605313
394,gaspe,48.8334,-64.4819,4.12,93,100,7.72,CA,1735605314
395,tailai,46.3833,123.4,-14.24,81,23,2.32,CN,1735605315
396,laojunmiao,39.8333,97.7333,-7.28,32,11,3.2,CN,1735605316
397,enriquillo,17.9,-71.2333,21.91,82,99,3.6,DO,1735605317
398,sinabang,2.4803,96.3801,26.31,82,98,0.91,ID,1735605318
399,luau,-10.7073,22.2247,18.4,97,100,1.43,AO,1735605319
400,kutum,14.2,24.6667,11.77,31,4,3.87,SD,1735605321
401,greymouth,-42.4667,171.2,20.98,48,87,1.91,NZ,1735605166
402,bandar lampung,-5.4254,105.258,24.72,82,100,0.84,ID,1735605323
403,la'ie,21.6477,-157.9253,28.3,76,8,1.79,US,1735605324
404,kerikeri,-35.2268,173.9474,21.62,73,0,6.26,NZ,1735605325
405,sao vicente,-23.9631,-46.3919,23.88,26,91,3.48,BR,1735605188
406,motygino,58.1831,94.7592,-10.38,93,100,3.78,RU,1735605328
407,saint-pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,1735605329
408,mar del plata,-38.0023,-57.5575,20.05,88,0,7.2,AR,1735604556
409,pembroke,45.8168,-77.1162,2.32,90,100,5.34,CA,1735605101
410,panama city beach,30.1766,-85.8055,16.67,91,0,2.06,US,1735605199
411,boende,-0.2167,20.8667,23.6,69,99,1.18,CD,1735605334
412,zouerate,22.7187,-12.4521,12.37,28,0,4.53,MR,1735605335
413,ryotsu-minato,38.0833,138.4333,8.17,76,100,11.0,JP,1735605336
414,naantali,60.4674,22.0243,-3.77,86,0,3.6,FI,1735605337
415,selfoss,63.9331,-20.9971,-8.17,83,100,6.54,IS,1735605338
416,cockburn town,21.4612,-71.1419,24.71,72,99,6.41,TC,1735605339
417,havre,49.5833,0.3333,2.87,93,100,4.63,FR,1735605341
418,codrington,-38.2667,141.9667,21.28,55,6,4.69,AU,1735605342
419,takai,11.5833,9.1167,18.66,28,74,3.57,NG,1735605343
420,timimoun,29.2639,0.231,9.64,61,0,7.14,DZ,1735605344
421,turkestan,43.3333,68.25,1.98,95,99,3.07,KZ,1735605345
422,monrovia,6.3005,-10.7969,26.33,82,4,1.05,LR,1735605346
423,thunder bay,48.4001,-89.3168,-1.01,86,75,4.63,CA,1735605208
424,nogliki,51.8333,143.1667,-22.17,98,93,1.12,RU,1735605349
425,mjolby,58.326,15.1237,-1.17,78,100,3.96,SE,1735605350
426,seguela,7.9611,-6.6731,22.11,23,2,1.8,CI,1735605351
427,sainte-rose,16.3324,-61.6979,21.02,78,94,1.54,GP,1735605352
428,itaituba,-4.2761,-55.9836,23.71,98,100,0.85,BR,1735605353
429,katsuura,35.1333,140.3,13.65,59,100,14.69,JP,1735605355
430,las lomitas,-24.7096,-60.593,26.22,38,11,2.65,AR,1735605356
431,dampit,-8.2116,112.7493,25.24,84,99,0.68,ID,1735605357
432,banda aceh,5.5577,95.3222,26.01,82,98,2.24,ID,1735605358
433,nizhneudinsk,54.9076,99.0276,-8.61,72,100,5.07,RU,1735605359
434,kirensk,57.7853,108.1119,-10.91,95,100,2.6,RU,1735605193
435,dolbeau-mistassini,48.8763,-72.212,3.26,100,100,2.24,CA,1735605361
436,cabo san lucas,22.8909,-109.9124,25.17,43,0,5.14,MX,1735605067
437,tazovsky,67.4667,78.7,-10.37,93,100,7.32,RU,1735605135
438,westport,41.1415,-73.3579,10.18,65,75,5.14,US,1735605365
439,vadso,70.0744,29.7487,0.09,86,40,3.6,NO,1735605366
440,yuzhno-sukhokumsk,44.6581,45.6436,0.21,81,11,3.35,RU,1735605367
441,wanning,18.8003,110.3967,19.47,76,100,5.18,CN,1735605369
442,coronel suarez,-37.4547,-61.9334,26.08,33,100,5.94,AR,1735605370
443,elizabethtown,37.694,-85.8591,9.51,87,0,3.09,US,1735605359
444,bom jesus,-9.0744,-44.3586,23.28,90,99,0.88,BR,1735605372
445,lubang,13.8584,120.124,27.01,82,100,9.68,PH,1735605373
446,rio grande,-32.035,-52.0986,20.87,82,100,6.63,BR,1735605374
447,magugu,-4.0167,35.7667,19.16,81,9,1.28,TZ,1735605375
448,muromtsevo,56.3724,75.2418,-15.65,97,68,2.93,RU,1735605377
449,pahlgam,34.0333,75.3333,-5.79,47,41,4.32,IN,1735605378
450,riachao das neves,-11.7461,-44.91,23.64,70,100,0.56,BR,1735605379
451,oued zem,32.8627,-6.5736,8.42,80,41,3.67,MA,1735605380
452,nova vicosa,-17.8919,-39.3719,24.55,91,100,3.22,BR,1735605381
453,harstad,68.799,16.5293,-0.47,70,100,2.98,NO,1735605382
454,pisco,-13.7,-76.2167,22.03,78,0,1.03,PE,1735605384
455,lata,40.1629,-8.3327,4.07,87,4,1.53,PT,1735605385
456,ayr,55.4627,-4.6339,10.28,84,100,8.23,GB,1735605386
457,san jose del guaviare,2.5729,-72.6459,23.41,95,62,1.24,CO,1735605387
458,campbellton,48.0075,-66.6727,2.25,96,100,3.79,CA,1735605176
459,qarauyl,48.9451,79.255,-6.98,97,100,0.64,KZ,1735605389
460,mo i rana,66.3128,14.1428,-2.74,86,75,5.81,NO,1735605390
461,iskateley,67.6803,53.1512,-2.71,88,100,9.99,RU,1735605392
462,kiunga,-6.1219,141.2906,26.1,82,100,0.58,PG,1735605393
463,tamanrasset,22.785,5.5228,11.95,24,0,3.6,DZ,1735605394
464,vorkuta,67.5,64.0,-7.32,89,100,4.97,RU,1735605395
465,morehead city,34.7229,-76.726,13.33,90,0,1.54,US,1735605296
466,yelizovo,53.1873,158.3805,-5.92,45,40,1.0,RU,1735605400
467,marsh harbour,26.5412,-77.0636,23.6,75,0,3.7,BS,1735605401
468,sisimiut,66.9395,-53.6735,-13.03,69,0,3.84,GL,1735605402
469,vel'sk,61.0701,42.0983,-2.19,85,99,6.24,RU,1735605403
470,tamboril,19.4854,-70.611,21.43,91,20,0.45,DO,1735605159
471,holualoa,19.6228,-155.9522,26.02,74,0,5.14,US,1735605378
472,razole,16.4833,81.8333,19.82,99,26,1.53,IN,1735605407
473,mhamid,29.82,-5.72,8.64,50,1,2.64,MA,1735605409
474,kalabo,-14.97,22.6814,20.86,71,100,1.16,ZM,1735605410
475,tanout,14.9709,8.8879,17.96,17,2,5.92,NE,1735605411
476,port augusta,-32.5,137.7667,31.37,22,0,2.18,AU,1735605412
477,awjilah,29.1081,21.2869,10.57,61,100,2.08,LY,1735605413
478,nadi,-17.8,177.4167,29.0,61,20,4.63,FJ,1735605415
479,necochea,-38.5473,-58.7368,22.65,50,100,7.72,AR,1735605330
480,neiafu,-18.65,-173.9833,27.38,83,75,4.12,TO,1735605417
481,west melbourne,28.0717,-80.6534,20.01,94,0,3.6,US,1735605419
482,skowhegan,44.7651,-69.7192,9.28,99,100,3.23,US,1735605421
483,kilindoni,-7.9139,39.6668,27.49,81,100,6.16,TZ,1735605423
484,el calafate,-50.3408,-72.2768,11.89,86,100,5.97,AR,1735605194
485,tobelo,1.7284,128.0095,26.93,81,100,1.3,ID,1735605327
486,greeneville,36.1632,-82.831,10.08,83,0,1.54,US,1735605053
487,colonia menno,-22.3667,-59.8167,28.13,35,1,2.03,PY,1735605427
488,aketi,2.7388,23.7833,20.64,45,40,1.15,CD,1735605428
489,nuku'alofa,-21.1333,-175.2,28.19,69,20,3.09,TO,1735605431
490,moab,38.5733,-109.5498,5.03,49,0,1.69,US,1735605432
491,happy valley-goose bay,53.3168,-60.3315,-0.83,100,100,3.6,CA,1735605433
492,aljezur,37.3191,-8.8033,10.36,74,6,1.97,PT,1735605434
493,farafenni,13.5667,-15.6,25.73,24,0,3.64,GM,1735605436
494,camiri,-20.05,-63.5167,23.44,48,100,1.7,BO,1735605437
495,olavarria,-36.8927,-60.3225,22.15,39,41,3.74,AR,1735605438
496,coari,-4.085,-63.1414,24.31,88,99,1.18,BR,1735605439
497,zhezqazghan,47.7833,67.7667,-14.06,97,32,1.94,KZ,1735605440
498,kiruna,67.8557,20.2251,-5.49,68,99,5.66,SE,1735605441
499,svetlyy,54.675,20.1347,5.95,86,100,9.93,RU,1735605442
500,tura,25.5198,90.2201,13.0,79,0,1.8,IN,1735605444
501,aykhal,66.0,111.5,-27.03,100,98,1.8,RU,1735605194
502,america dourada,-11.4553,-41.4361,22.16,81,100,1.82,BR,1735605446
503,san juan del cesar,10.7711,-73.0031,24.11,77,91,2.36,CO,1735605447
504,vallo della lucania,40.2297,15.2658,8.3,82,0,1.28,IT,1735605448
505,chernomorskoye,45.5039,32.6997,6.49,80,11,6.15,UA,1735605449
506,longmen,24.9597,118.0889,15.86,47,0,1.81,CN,1735605451
507,doctor arroyo,23.6667,-100.1833,17.67,20,0,3.17,MX,1735605452
508,pointe-noire,-4.7761,11.8635,24.04,94,20,1.54,CG,1735605453
509,azna,33.6095,48.9307,2.11,76,1,0.44,IR,1735605454
510,strezhevoy,60.7333,77.5889,-12.14,93,87,4.69,RU,1735605455
511,hadibu,12.65,54.0333,22.3,75,74,3.1,YE,1735605456
512,zabol,32.25,67.25,3.42,27,100,0.7,AF,1735605458
513,houma,29.5958,-90.7195,20.0,70,0,0.89,US,1735605459
514,malvan,16.0667,73.4667,23.04,53,0,3.67,IN,1735605460
515,robertsport,6.7533,-11.3686,26.68,79,0,0.62,LR,1735605461
516,kodinsk,58.6881,99.1844,-10.42,94,100,3.61,RU,1735605462
517,tangalle,6.024,80.7911,24.27,92,100,2.63,LK,1735605463
518,rucar,45.4,25.1667,-0.91,77,0,2.35,RO,1735605465
519,kintampo,8.0563,-1.7306,28.18,19,85,2.05,GH,1735605466
520,altai,46.3722,96.2583,-14.67,60,14,1.41,MN,1735605468
521,abashiri,44.0213,144.2697,-9.84,94,75,1.54,JP,1735605470
522,enewetak,11.3474,162.3373,27.28,77,88,7.4,MH,1735605471
523,chota,-6.55,-78.65,12.99,96,97,1.37,PE,1735605472
524,mariinsk,56.2139,87.7472,-12.1,91,100,4.24,RU,1735605473
525,san fernando,15.0286,120.6898,26.85,73,28,3.72,PH,1735605474
526,bodaybo,57.8506,114.1933,-14.75,95,100,1.5,RU,1735605475
527,thanh hoa,19.8,105.7667,17.7,71,100,2.54,VN,1735605476
528,revda,56.801,59.9303,-8.85,88,20,5.79,RU,1735605478
529,pauini,-7.7136,-66.9764,23.08,97,100,1.23,BR,1735605480
530,puerto gaitan,4.3133,-72.0816,28.52,52,8,1.51,CO,1735605481
531,valverde del camino,37.5751,-6.7543,6.91,73,4,2.05,ES,1735605482
532,baracoa,20.3467,-74.4958,23.2,83,79,2.98,CU,1735605483
533,marang,5.2056,103.2059,24.96,83,99,1.33,MY,1735605485
534,guayaramerin,-10.8368,-65.3614,24.17,90,63,1.25,BO,1735605486
535,thief river falls,48.1191,-96.1812,-6.04,93,100,5.66,US,1735605487
536,shimoda,34.6667,138.95,12.26,60,100,10.34,JP,1735605488
537,sofifi,0.7349,127.576,27.67,83,100,2.58,ID,1735605489
538,temiskaming shores,47.4938,-79.7153,0.89,87,100,6.1,CA,1735605490
539,semirara,12.0697,121.3986,27.09,85,15,10.21,PH,1735605492
540,manokwari,-0.8667,134.0833,27.85,73,88,0.56,ID,1735605493
541,kongolo,-5.3833,27.0,20.48,90,100,0.19,CD,1735605494
542,aswan,24.0934,32.907,10.61,57,0,1.54,EG,1735605495
543,zhanibek,49.4167,46.85,-3.83,94,56,5.21,KZ,1735605496
544,baise city,23.8997,106.6133,14.37,59,100,0.3,CN,1735605497
545,alofi,-19.0595,-169.9187,27.94,69,100,1.54,NU,1735605498
546,svay rieng,11.0879,105.7993,24.17,69,60,3.83,KH,1735605500
547,karaton,-6.3424,106.1045,24.88,83,100,1.99,ID,1735605247
548,sao joao de meriti,-22.8039,-43.3722,24.94,88,40,3.6,BR,1735605502
549,yatou,37.15,122.3833,2.3,50,4,2.23,CN,1735605503
550,maua,-23.6678,-46.4614,21.67,88,100,1.95,BR,1735605504
551,alesund,62.4723,6.1549,-0.14,65,75,9.26,NO,1735605505
552,bamboo flat,11.7,92.7167,27.05,83,40,1.03,IN,1735605506
553,hovd,48.0056,91.6419,-16.96,81,100,0.83,MN,1735605508
554,chacabuco,-34.6417,-60.4739,23.75,34,39,4.01,AR,1735605359
555,zywiec,49.6853,19.1924,4.49,100,9,2.24,PL,1735605510
556,gaigeturi,33.4644,126.3183,8.03,53,75,5.66,KR,1735605511
557,soio,-6.1349,12.3689,25.79,90,94,2.7,AO,1735605512
558,grantsville,40.5999,-112.4644,1.47,67,0,1.54,US,1735605513
559,pacocha,-17.5833,-71.3333,19.13,89,100,1.57,PE,1735605515
560,mersing,2.4312,103.8405,25.95,89,20,3.6,MY,1735605516
561,montmagny,48.9734,2.3469,2.02,93,100,4.12,FR,1735605517
562,ibbenburen,52.2667,7.7333,3.85,93,100,5.14,DE,1735605518
563,singkil,-7.9855,111.4161,26.76,78,93,2.09,ID,1735605519
